chemical_code,chemical,items_2019,items_2020
213300001,DUMMY CHEMICAL SUBSTANCE 213300001,728,753
0501050N0,Erythromycin stearate,1463,751
120305000,Other treatment of dry mouth preparations,744,746
1103010AL,Hydrocort sodiumphos,238,746
213000002,DUMMY CHEMICAL SUBSTANCE 213000002,196,737
0101012B0,Sodium bicarbonate,647,736
212700018,DUMMY CHEMICAL SUBSTANCE 212700018,772,735
239401096,DUMMY CHEMICAL SUBSTANCE 239401096,712,732
225061550,DUMMY CHEMICAL SUBSTANCE 225061550,332,730
239407097,DUMMY CHEMICAL SUBSTANCE 239407097,704,719
211301000,DUMMY CHEMICAL SUBSTANCE 211301000,518,718
239410096,DUMMY CHEMICAL SUBSTANCE 239410096,781,717
1310050H0,Hydrogen peroxide,646,715
226017560,DUMMY CHEMICAL SUBSTANCE 226017560,468,703
0410030B0,Buprenorph hydrochloride/naloxone hydrochloride,1110,699
0604020M0,Testosterone enantate,745,698
0501021A0,Cefaclor,724,697
239448097,DUMMY CHEMICAL SUBSTANCE 239448097,599,695
1304000S0,Fluticasone propionate (Topical),727,692
233501036,DUMMY CHEMICAL SUBSTANCE 233501036,740,689
0402020T0,Haloperidol decanoate,731,688
0303010Q0,Sodium cromoglicate,638,687
223029530,DUMMY CHEMICAL SUBSTANCE 223029530,705,683
234533645,DUMMY CHEMICAL SUBSTANCE 234533645,866,679
200308001,DUMMY CHEMICAL SUBSTANCE 200308001,788,678
239407098,DUMMY CHEMICAL SUBSTANCE 239407098,532,677
0904010X0,Low protein bread,698,675
1001030F0,Penicillamine,704,669
0101021C0,Calcium carbonate,579,664
090504700,Other selenium preparations,642,655
040702050,Hydromorphone hydrochloride,735,654
236033562,DUMMY CHEMICAL SUBSTANCE 236033562,635,649
0802020U0,Sirolimus,618,649
0409030P0,Piracetam,664,648
210200006,DUMMY CHEMICAL SUBSTANCE 210200006,739,645
238039380,DUMMY CHEMICAL SUBSTANCE 238039380,229,633
0702020H0,Econazole nitrate,737,625
0906011H0,Cod liver oil,856,624
0203020G0,Disopyramide phosphate,513,624
212700013,DUMMY CHEMICAL SUBSTANCE 212700013,597,618
212700020,DUMMY CHEMICAL SUBSTANCE 212700020,651,618
200309004,DUMMY CHEMICAL SUBSTANCE 200309004,232,617
1106000Y0,Pilocarpine nitrate,536,616
1307000Q0,Silver nitrate,917,613
224012540,DUMMY CHEMICAL SUBSTANCE 224012540,645,611
0402030P0,Lithium citrate,602,607
1103010AG,Levofloxacin,672,607
0905013F0,Magnesium citrate,560,605
0205051W0,Imidapril hydrochloride,664,604
0403020M0,Phenelzine sulfate,1123,602
1203050A0,Artificial saliva,564,588
239404596,DUMMY CHEMICAL SUBSTANCE 239404596,630,587
0406000U0,Prochlorperazine mesilate,778,582
239441095,DUMMY CHEMICAL SUBSTANCE 239441095,703,582
0803043N0,Octreotide acetate,699,581
0205051S0,Ramipril with calcium channel blocker,658,581
234609046,DUMMY CHEMICAL SUBSTANCE 234609046,616,573
0208010P0,Heparin flushes,584,573
0601023U0,Nateglinide,587,570
227029570,DUMMY CHEMICAL SUBSTANCE 227029570,474,568
0205051Q0,Quinapril hydrochloride,1114,568
220210005,DUMMY CHEMICAL SUBSTANCE 220210005,528,568
0106040J0,Magnesium hydroxide,1817,564
0503021E0,Famciclovir,592,559
210123001,DUMMY CHEMICAL SUBSTANCE 210123001,1248,559
0205051J0,Fosinopril sodium,1162,558
0303030B0,Roflumilast,414,558
239410094,DUMMY CHEMICAL SUBSTANCE 239410094,550,547
236034561,DUMMY CHEMICAL SUBSTANCE 236034561,468,533
0904010Z0,Gluten free/low protein biscuits,395,530
0409020N0,Orphenadrine hydrochloride,594,528
100101080,Aceclofenac,551,526
239448098,DUMMY CHEMICAL SUBSTANCE 239448098,423,524
0704050AD,Phentolamine/aviptadil,334,523
239007090,DUMMY CHEMICAL SUBSTANCE 239007090,492,520
0409010U0,Cabergoline,503,514
210706101,DUMMY CHEMICAL SUBSTANCE 210706101,686,510
1305020R0,Tacalcitol,510,509
234633746,DUMMY CHEMICAL SUBSTANCE 234633746,498,508
0403020Q0,Tranylcypromine sulfate,535,506
239448099,DUMMY CHEMICAL SUBSTANCE 239448099,330,505
0202040D0,Amiloride hydrochloride with loop diuretics,532,493
212700025,DUMMY CHEMICAL SUBSTANCE 212700025,366,493
231533515,DUMMY CHEMICAL SUBSTANCE 231533515,590,492
233534536,DUMMY CHEMICAL SUBSTANCE 233534536,606,492
225029550,DUMMY CHEMICAL SUBSTANCE 225029550,493,489
0406000AC,Dimenhydrinate/cinnarizine,498,486
234506045,DUMMY CHEMICAL SUBSTANCE 234506045,432,486
230534505,DUMMY CHEMICAL SUBSTANCE 230534505,411,478
0501120Y0,Moxifloxacin,438,476
225017550,DUMMY CHEMICAL SUBSTANCE 225017550,279,474
0803020L0,Megestrol acetate,692,474
0603020I0,Deflazacort,414,471
200313000,DUMMY CHEMICAL SUBSTANCE 200313000,527,471
234633646,DUMMY CHEMICAL SUBSTANCE 234633646,516,465
0704060A0,Dapoxetine hydrochloride,495,464
233002633,DUMMY CHEMICAL SUBSTANCE 233002633,547,463
233533536,DUMMY CHEMICAL SUBSTANCE 233533536,440,459
0407041U0,Tolfenamic acid,478,457
233010831,DUMMY CHEMICAL SUBSTANCE 233010831,311,455
238060080,DUMMY CHEMICAL SUBSTANCE 238060080,720,454
1307000K0,Podophyllotoxin,606,454
0601023AX,Ertugliflozin,6,449
220517505,DUMMY CHEMICAL SUBSTANCE 220517505,497,448
0803010K0,Diethylstilbestrol,520,447
010300000,Other test for helicobacter pylori preparations,750,446
230510605,DUMMY CHEMICAL SUBSTANCE 230510605,449,445
0501030F0,Demeclocycline hydrochloride,530,444
236001061,DUMMY CHEMICAL SUBSTANCE 236001061,444,442
1203010Q0,Lidocaine hydrochloride,808,441
236059060,DUMMY CHEMICAL SUBSTANCE 236059060,441,440
210102201,DUMMY CHEMICAL SUBSTANCE 210102201,529,438
233010230,DUMMY CHEMICAL SUBSTANCE 233010230,519,437
226060560,DUMMY CHEMICAL SUBSTANCE 226060560,539,436
1305020F0,Dithranol,542,432
213000009,DUMMY CHEMICAL SUBSTANCE 213000009,208,428
0501090H0,Ethambutol hydrochloride,475,426
226024060,DUMMY CHEMICAL SUBSTANCE 226024060,486,426
239610097,DUMMY CHEMICAL SUBSTANCE 239610097,355,426
0407010X0,Paracetamol combined preparations,440,425
212700021,DUMMY CHEMICAL SUBSTANCE 212700021,518,424
0901011Y0,Ferric maltol,253,424
1404000X0,Meningococcal A + C + W135 + Y vaccine,1227,424
1501043A0,Alfentanil hydrochloride,376,422
0304010H0,Clemastine fumarate,404,421
234648046,DUMMY CHEMICAL SUBSTANCE 234648046,281,420
1310050D0,Cetrimide,450,419
0607010T0,Quinagolide hydrochloride,404,418
200321000,DUMMY CHEMICAL SUBSTANCE 200321000,714,418
0607020C0,Danazol,428,417
239633596,DUMMY CHEMICAL SUBSTANCE 239633596,354,412
234665046,DUMMY CHEMICAL SUBSTANCE 234665046,356,412
202000002,DUMMY CHEMICAL SUBSTANCE 202000002,769,411
0501070U0,Vancomycin hydrochloride,277,409
212700019,DUMMY CHEMICAL SUBSTANCE 212700019,403,408
223001030,DUMMY CHEMICAL SUBSTANCE 223001030,400,406
1003020F0,Benzydamine hydrochloride,1008,406
200322000,DUMMY CHEMICAL SUBSTANCE 200322000,369,405
210113002,DUMMY CHEMICAL SUBSTANCE 210113002,425,403
1311040K0,Iodine compounds,344,401
0603020S0,Methylprednisolone,497,400
225001050,DUMMY CHEMICAL SUBSTANCE 225001050,342,395
0501021K0,Cefuroxime axetil,410,394
238022280,DUMMY CHEMICAL SUBSTANCE 238022280,389,392
0904010AL,Low protein meals,245,391
239034590,DUMMY CHEMICAL SUBSTANCE 239034590,335,391
202000001,DUMMY CHEMICAL SUBSTANCE 202000001,577,388
0606020Y0,Alendronic acid/colecalciferol,460,385
228024080,DUMMY CHEMICAL SUBSTANCE 228024080,376,383
226041060,DUMMY CHEMICAL SUBSTANCE 226041060,319,382
1404000W0,"Measles, mumps and rubella vaccine",349,382
200321001,DUMMY CHEMICAL SUBSTANCE 200321001,147,381
0103040M0,Misoprostol,430,379
1103030C0,Aciclovir,1183,377
200312001,DUMMY CHEMICAL SUBSTANCE 200312001,338,375
0101010I0,Magnesium oxide,317,375
0402010B0,Benperidol,384,372
010102100,Compound alginates and proprietary indigestion preparations,367,366
0106050B0,Bowel cleansing solutions,397,363
1404000AL,Shingles (H/Z),604,363
238548085,DUMMY CHEMICAL SUBSTANCE 238548085,319,363
0803043P0,Lanreotide,424,360
220526500,DUMMY CHEMICAL SUBSTANCE 220526500,192,359
1310040V0,Dimeticone (Parasiticidal),795,359
233001030,DUMMY CHEMICAL SUBSTANCE 233001030,372,358
233033730,DUMMY CHEMICAL SUBSTANCE 233033730,489,358
236001060,DUMMY CHEMICAL SUBSTANCE 236001060,307,357
233002632,DUMMY CHEMICAL SUBSTANCE 233002632,375,353
224010040,DUMMY CHEMICAL SUBSTANCE 224010040,350,347
190605000,Other oil preparations,562,343
0406000AA,Doxylamine succinate/pyridoxine hydrochloride,154,342
200202004,DUMMY CHEMICAL SUBSTANCE 200202004,545,342
0402010R0,Pimozide,313,338
0101010J0,Magnesium trisilicate,338,337
1310050M0,Magnesium sulfate,523,337
201100003,DUMMY CHEMICAL SUBSTANCE 201100003,536,334
200502003,DUMMY CHEMICAL SUBSTANCE 200502003,380,334
200307000,DUMMY CHEMICAL SUBSTANCE 200307000,384,334
0906022K0,Nicotinamide,248,333
210115001,DUMMY CHEMICAL SUBSTANCE 210115001,231,332
225060550,DUMMY CHEMICAL SUBSTANCE 225060550,399,332
232048020,DUMMY CHEMICAL SUBSTANCE 232048020,274,329
225024050,DUMMY CHEMICAL SUBSTANCE 225024050,372,328
0202010Y0,Xipamide,329,326
220561505,DUMMY CHEMICAL SUBSTANCE 220561505,186,326
220238305,DUMMY CHEMICAL SUBSTANCE 220238305,312,325
200503003,DUMMY CHEMICAL SUBSTANCE 200503003,324,325
200302002,DUMMY CHEMICAL SUBSTANCE 200302002,387,317
233010231,DUMMY CHEMICAL SUBSTANCE 233010231,343,316
0104020P0,Loperamide hydrochloride and simeticone,325,315
236007065,DUMMY CHEMICAL SUBSTANCE 236007065,0,314
237066070,DUMMY CHEMICAL SUBSTANCE 237066070,291,312
233041030,DUMMY CHEMICAL SUBSTANCE 233041030,313,311
230506005,DUMMY CHEMICAL SUBSTANCE 230506005,308,309
212700026,DUMMY CHEMICAL SUBSTANCE 212700026,181,309
0202040T0,Spironolactone with loop diuretics,315,309
1108020A0,Diclofenac sodium,488,308
1404000E0,Cholera,584,307
233556037,DUMMY CHEMICAL SUBSTANCE 233556037,323,307
224024040,DUMMY CHEMICAL SUBSTANCE 224024040,265,304
1003020M0,Felbinac,239,303
0301011B0,Bambuterol hydrochloride,316,303
228050580,DUMMY CHEMICAL SUBSTANCE 228050580,281,303
231530615,DUMMY CHEMICAL SUBSTANCE 231530615,166,302
230565005,DUMMY CHEMICAL SUBSTANCE 230565005,242,300
0503010Q0,Lamivudine,339,298
234534545,DUMMY CHEMICAL SUBSTANCE 234534545,327,298
0105020G0,Beclometasone dipropionate (Systemic),233,297
239410097,DUMMY CHEMICAL SUBSTANCE 239410097,354,296
226034560,DUMMY CHEMICAL SUBSTANCE 226034560,266,296
0502050B0,Griseofulvin,380,295
200502002,DUMMY CHEMICAL SUBSTANCE 200502002,249,294
0408010AG,Stiripentol,247,293
236010061,DUMMY CHEMICAL SUBSTANCE 236010061,277,292
0905011R0,Calcium lactate,300,288
0901030J0,Darbepoetin alfa,345,288
1108020U0,Moxifloxacin hydrochloride,209,288
212700027,DUMMY CHEMICAL SUBSTANCE 212700027,7,285
1203030B0,Benzocaine,401,285
229007590,DUMMY CHEMICAL SUBSTANCE 229007590,285,280
1303000F0,Doxepin hydrochloride,285,279
233007030,DUMMY CHEMICAL SUBSTANCE 233007030,302,278
0501040H0,Gentamicin sulfate,291,278
0904010E0,Gluten free/low protein mixes,191,277
0202040U0,Triamterene with loop diuretics,332,276
1201030F0,Docusate sodium,638,275
1003020U0,Diclofenac sodium,23824,274
0410020D0,Nicotine bitartrate,317,273
0304010AG,Ketotifen fumarate,601,272
0205051AC,Perindopril with calcium channel blocker,293,271
0301011Z0,Olodaterol,209,269
224023540,DUMMY CHEMICAL SUBSTANCE 224023540,312,268
0904010AS,Low protein cakes,206,268
0205010Y0,Sildenafil(Vasodilator Antihypertensive),236,268
214000001,DUMMY CHEMICAL SUBSTANCE 214000001,262,265
233002635,DUMMY CHEMICAL SUBSTANCE 233002635,279,264
229021990,DUMMY CHEMICAL SUBSTANCE 229021990,217,263
0908010C0,Levocarnitine,240,260
0107020F0,Fluocortolone,1157,255
238033580,DUMMY CHEMICAL SUBSTANCE 238033580,237,253
0301012F0,Ephedrine hydrochloride,256,252
0302000R0,Mometasone furoate,344,252
223024030,DUMMY CHEMICAL SUBSTANCE 223024030,296,252
0904010AP,Low protein cereals,270,251
210112003,DUMMY CHEMICAL SUBSTANCE 210112003,296,250
200325000,DUMMY CHEMICAL SUBSTANCE 200325000,246,250
212500001,DUMMY CHEMICAL SUBSTANCE 212500001,297,248
0904010V0,Gluten free/low protein grains/flours,183,247
1104020N0,Nedocromil sodium,1655,247
227048870,DUMMY CHEMICAL SUBSTANCE 227048870,450,247
233048030,DUMMY CHEMICAL SUBSTANCE 233048030,200,245
1309000H0,Minoxidil,266,245
233059510,DUMMY CHEMICAL SUBSTANCE 233059510,294,244
228039580,DUMMY CHEMICAL SUBSTANCE 228039580,34,244
0605010G0,Clomifene citrate,284,238
0101010N0,Aluminium and magnesium and oxetacaine,234,238
0202010D0,Chlorothiazide,238,236
200501001,DUMMY CHEMICAL SUBSTANCE 200501001,250,236
0304010K0,Cyproheptadine hydrochloride,234,236
239410101,DUMMY CHEMICAL SUBSTANCE 239410101,188,234
210200004,DUMMY CHEMICAL SUBSTANCE 210200004,207,232
236007061,DUMMY CHEMICAL SUBSTANCE 236007061,210,230
239201092,DUMMY CHEMICAL SUBSTANCE 239201092,227,229
1001022Y0,Triamcinolone hexacetonide,234,228
232559525,DUMMY CHEMICAL SUBSTANCE 232559525,282,227
0801000I0,Calcium folinate,250,222
0904010AM,Low protein desserts,189,218
233533535,DUMMY CHEMICAL SUBSTANCE 233533535,249,217
0602010Z0,Levothyroxine sodium and liothyronine,284,216
0402010AE,Paliperidone,170,214
233032430,DUMMY CHEMICAL SUBSTANCE 233032430,172,213
228001080,DUMMY CHEMICAL SUBSTANCE 228001080,239,213
1305020S0,Salicylic acid,295,213
239601096,DUMMY CHEMICAL SUBSTANCE 239601096,226,211
090401020,Low protein grains/flours,130,208
233034530,DUMMY CHEMICAL SUBSTANCE 233034530,212,204
226048060,DUMMY CHEMICAL SUBSTANCE 226048060,338,203
1104020AB,Hamamalis,201,203
237001070,DUMMY CHEMICAL SUBSTANCE 237001070,201,203
0402010C0,Clozapine,232,200
239648096,DUMMY CHEMICAL SUBSTANCE 239648096,193,199
0106020B0,Co-danthramer (Dantron/poloxamer 188),241,199
090602800,Other vitamin B preparations,232,198
239010090,DUMMY CHEMICAL SUBSTANCE 239010090,213,197
1202020C0,Ephedrine hydrochloride,214,196
239410098,DUMMY CHEMICAL SUBSTANCE 239410098,224,196
1310020U0,Nystatin,264,195
229001090,DUMMY CHEMICAL SUBSTANCE 229001090,156,193
200900001,DUMMY CHEMICAL SUBSTANCE 200900001,212,190
1306010N0,Nicotinamide,245,190
223009530,DUMMY CHEMICAL SUBSTANCE 223009530,44,189
233010232,DUMMY CHEMICAL SUBSTANCE 233010232,204,189
200900006,DUMMY CHEMICAL SUBSTANCE 200900006,246,189
228534980,DUMMY CHEMICAL SUBSTANCE 228534980,215,188
0304020AB,Timothy grass pollen allergen extract,174,187
229029590,DUMMY CHEMICAL SUBSTANCE 229029590,181,187
233510036,DUMMY CHEMICAL SUBSTANCE 233510036,202,186
233002634,DUMMY CHEMICAL SUBSTANCE 233002634,218,186
220550505,DUMMY CHEMICAL SUBSTANCE 220550505,178,185
239441094,DUMMY CHEMICAL SUBSTANCE 239441094,193,183
229006090,DUMMY CHEMICAL SUBSTANCE 229006090,194,182
210100000,DUMMY CHEMICAL SUBSTANCE 210100000,0,182
238533585,DUMMY CHEMICAL SUBSTANCE 238533585,99,180
1302010M0,Paraffin soft yellow,199,179
1001010AD,Ibuprofen lysine,166,179
190400000,Other single substance preparations,182,177
191300000,Other cordial/soft drink preparations,258,174
0902011L0,Calcium polystyrene sulfonate,171,173
0601040E0,Diazoxide,138,173
200100001,DUMMY CHEMICAL SUBSTANCE 200100001,166,171
210112004,DUMMY CHEMICAL SUBSTANCE 210112004,204,171
1001010I0,Flurbiprofen,210,169
223005030,DUMMY CHEMICAL SUBSTANCE 223005030,185,169
210300001,DUMMY CHEMICAL SUBSTANCE 210300001,182,168
237002770,DUMMY CHEMICAL SUBSTANCE 237002770,145,168
0407020H0,Dipipanone hydrochloride,198,168
1310020Z0,Undecenoates,183,166
0501070N0,Sodium fusidate,235,166
232510825,DUMMY CHEMICAL SUBSTANCE 232510825,221,165
229024090,DUMMY CHEMICAL SUBSTANCE 229024090,141,165
1108010AA,Ciclosporin,152,165
0304010AE,Rupatadine fumarate,66,164
190601000,Other concentrated water preparations,130,164
231001010,DUMMY CHEMICAL SUBSTANCE 231001010,151,163
234633546,DUMMY CHEMICAL SUBSTANCE 234633546,158,161
0501090S0,Rifampicin combined preparations,151,161
1902070E0,Charcoal,199,159
1502010AB,Mepivacaine hydrochloride,383,158
238061080,DUMMY CHEMICAL SUBSTANCE 238061080,140,158
1105000S0,Tropicamide,117,157
0501110G0,Tinidazole,132,156
239410095,DUMMY CHEMICAL SUBSTANCE 239410095,172,156
200403003,DUMMY CHEMICAL SUBSTANCE 200403003,198,155
0402020L0,Fluphenazine decanoate,601,154
200403004,DUMMY CHEMICAL SUBSTANCE 200403004,163,153
200900012,DUMMY CHEMICAL SUBSTANCE 200900012,21,153
214300001,DUMMY CHEMICAL SUBSTANCE 214300001,184,153
237004570,DUMMY CHEMICAL SUBSTANCE 237004570,146,153
0102000H0,Belladonna alkaloids,136,152
1201030H0,Oils for the ear,459,150
0504040M0,Mepacrine hydrochloride,196,150
1309000F0,Alkyl sulfate,258,150
0403020H0,Isocarboxazid,156,149
200324000,DUMMY CHEMICAL SUBSTANCE 200324000,143,149
226056060,DUMMY CHEMICAL SUBSTANCE 226056060,131,149
1304000C0,Beclometasone dipropionate,180,148
0203020P0,Mexiletine hydrochloride,163,147
0905011K0,Calcium gluconate,141,146
130502000,Other psoriasis preparations,352,146
090401070,Gluten free/wheat free grains/flours,131,146
239434594,DUMMY CHEMICAL SUBSTANCE 239434594,44,145
221510015,DUMMY CHEMICAL SUBSTANCE 221510015,122,144
210705201,DUMMY CHEMICAL SUBSTANCE 210705201,193,143
1203040I0,Hydrogen peroxide,167,142
236048060,DUMMY CHEMICAL SUBSTANCE 236048060,407,142
1001010S0,Sulindac,169,142
239456095,DUMMY CHEMICAL SUBSTANCE 239456095,156,141
239604596,DUMMY CHEMICAL SUBSTANCE 239604596,119,141
0303010J0,Nedocromil sodium,187,140
233504536,DUMMY CHEMICAL SUBSTANCE 233504536,155,140
233056030,DUMMY CHEMICAL SUBSTANCE 233056030,127,138
0901040A0,Anagrelide hydrochloride,162,138
235033750,DUMMY CHEMICAL SUBSTANCE 235033750,134,137
1104020AC,Epinastine hydrochloride,158,137
0904010AE,Gluten free/low protein cereals,101,137
0504010F0,Chloroquine phosphate,129,136
236004561,DUMMY CHEMICAL SUBSTANCE 236004561,158,136
233559035,DUMMY CHEMICAL SUBSTANCE 233559035,171,135
239033590,DUMMY CHEMICAL SUBSTANCE 239033590,126,135
0212000A0,Acipimox,144,134
228007580,DUMMY CHEMICAL SUBSTANCE 228007580,125,134
200900003,DUMMY CHEMICAL SUBSTANCE 200900003,170,134
1311010A0,Alcohol,193,133
226029560,DUMMY CHEMICAL SUBSTANCE 226029560,296,132
0911010T0,Taurine,127,132
0601021H0,Glibenclamide,1470,131
210705301,DUMMY CHEMICAL SUBSTANCE 210705301,177,131
234507045,DUMMY CHEMICAL SUBSTANCE 234507045,187,131
0103020P0,Pirenzepine,121,130
0606020X0,Strontium ranelate,79,130
238559085,DUMMY CHEMICAL SUBSTANCE 238559085,137,130
230533505,DUMMY CHEMICAL SUBSTANCE 230533505,136,130
200301007,DUMMY CHEMICAL SUBSTANCE 200301007,33,129
0501021C0,Cefixime,134,129
0106030P0,Liquid paraffin,423,129
1002020Y0,Dronabinol/cannabidiol,125,127
233501038,DUMMY CHEMICAL SUBSTANCE 233501038,119,127
235033650,DUMMY CHEMICAL SUBSTANCE 235033650,145,127
0904010AR,Low protein cooking aids,86,127
0406000E0,Flunarizine dihydrochloride,97,126
1003020T0,Nicotinates,284,125
0208010AB,Fondaparinux sodium,146,125
0501070W0,Linezolid,87,124
0601023AY,Empagliflozin/linagliptin,0,123
0408020Q0,Paraldehyde,97,123
201000006,DUMMY CHEMICAL SUBSTANCE 201000006,123,122
239659096,DUMMY CHEMICAL SUBSTANCE 239659096,144,122
220560505,DUMMY CHEMICAL SUBSTANCE 220560505,128,121
1103010AI,Azithromycin,120,120
0406000W0,Ketamine hydrochloride,118,119
232510525,DUMMY CHEMICAL SUBSTANCE 232510525,105,119
0607030M0,Metyrapone,105,118
0407020T0,Pentazocine hydrochloride,126,118
0703030G0,Nonoxinol 9,158,118
234544045,DUMMY CHEMICAL SUBSTANCE 234544045,122,118
0904010AT,Low protein snacks,53,118
201000003,DUMMY CHEMICAL SUBSTANCE 201000003,113,116
0703010M0,Combined mestranol,98,116
0503031B0,Entecavir,110,115
0304010AF,Bilastine,85,113
0501013E0,Ampicillin,118,113
239241092,DUMMY CHEMICAL SUBSTANCE 239241092,104,112
0604030Q0,Prasterone,40,112
1201010AF,Ciprofloxacin/fluocinolone,83,112
239056090,DUMMY CHEMICAL SUBSTANCE 239056090,86,112
1203010C0,Benzocaine,120,112
234634546,DUMMY CHEMICAL SUBSTANCE 234634546,115,111
1203010U0,Doxycycline hyclate,131,111
0503010H0,Tenofovir disoproxil,100,111
1902070Q0,Naloxone hydrochloride,111,111
236056061,DUMMY CHEMICAL SUBSTANCE 236056061,97,110
0704030J0,Sodium citrate,87,109
0501040U0,Tobramycin,122,109
0408010AB,Tiagabine,165,108
236007060,DUMMY CHEMICAL SUBSTANCE 236007060,98,108
1310030L0,Penciclovir,113,107
210124001,DUMMY CHEMICAL SUBSTANCE 210124001,182,107
201000002,DUMMY CHEMICAL SUBSTANCE 201000002,122,107
0407041F0,Ergotamine tartrate,112,107
0309020G0,Guaifenesin,165,107
1203010F0,Flubiprofen,178,106
0401010AC,Sodium oxybate,99,106
0905050A0,Selenium,99,105
211800000,DUMMY CHEMICAL SUBSTANCE 211800000,147,102
0410010D0,Nalmefene,113,102
212700024,DUMMY CHEMICAL SUBSTANCE 212700024,77,101
1302010Z0,Chlohexidine gluconate (Emollient),86,101
214900001,DUMMY CHEMICAL SUBSTANCE 214900001,66,100
239456094,DUMMY CHEMICAL SUBSTANCE 239456094,70,98
1001010AE,Dexketoprofen,100,97
233510635,DUMMY CHEMICAL SUBSTANCE 233510635,128,96
0604012U0,Ulipristal acetate (Emergency Contraceptive),179,96
201500000,DUMMY CHEMICAL SUBSTANCE 201500000,159,95
213000006,DUMMY CHEMICAL SUBSTANCE 213000006,116,94
0107010I0,Hamamelis,108,94
0206040AI,Moxisylyte hydorchloride,112,94
0704040D0,Chlorhexidine acetate,68,93
239634597,DUMMY CHEMICAL SUBSTANCE 239634597,48,93
1914010A0,Sterile water,109,92
0902021Q0,Sodium bicarbonate,85,92
1001010T0,Tiaprofenic acid,108,91
0104020H0,Co-phenotrope (Diphenox hydrochloride/atropine sulfate),104,91
236033561,DUMMY CHEMICAL SUBSTANCE 236033561,98,91
0208020I0,Pentosan polysulfate sodium,37,88
232007020,DUMMY CHEMICAL SUBSTANCE 232007020,77,85
131500000,Other miscellaneous topical preparations,114,84
0905022W0,Sucroferric oxyhydroxide,109,84
224029540,DUMMY CHEMICAL SUBSTANCE 224029540,68,84
0209000V0,Dipyridamole and aspirin,60,83
200320000,DUMMY CHEMICAL SUBSTANCE 200320000,16,83
190203000,Other homeopathic preparations,205,82
1104020R0,Naphazoline hydrochloride,113,82
232001020,DUMMY CHEMICAL SUBSTANCE 232001020,70,82
090504100,Other zinc preparations,79,81
1307000F0,Glutaraldehyde,180,81
0401030E0,Amobarbital sodium,108,81
1309000P0,Cetrimide,96,81
0402030R0,Asenapine,70,80
0202010L0,Hydrochlorothiazide,133,80
214701000,DUMMY CHEMICAL SUBSTANCE 214701000,113,79
0901030R0,Hydroxycarbamide,97,79
210602001,DUMMY CHEMICAL SUBSTANCE 210602001,115,79
0205052AD,Azilsartan medoxomil,46,78
0403040S0,Tryptophan,124,77
0401030T0,Secobarbital sodium,102,77
0702020Z0,Dequalinium chloride,69,77
0309010L0,Dextromethorphan hydrobromide,62,77
0205040M0,Phenoxybenzamine hydrochloride,78,77
1404000AQ,Meningococcal B vaccine,158,76
239459094,DUMMY CHEMICAL SUBSTANCE 239459094,66,76
0308000M0,Menthol,283,76
1002010M0,Neostigmine bromide,76,76
0607020P0,Nafarelin acetate,61,76
210200001,DUMMY CHEMICAL SUBSTANCE 210200001,78,75
0901012K0,Iron dextran,60,75
1303000M0,Mepyramine maleate,77,74
233501035,DUMMY CHEMICAL SUBSTANCE 233501035,76,74
233556039,DUMMY CHEMICAL SUBSTANCE 233556039,65,74
0105020B0,Hydrocortisone acetate,196,72
223009030,DUMMY CHEMICAL SUBSTANCE 223009030,66,72
1201010H0,Chloramphenicol,127,72
228029580,DUMMY CHEMICAL SUBSTANCE 228029580,68,72
214200001,DUMMY CHEMICAL SUBSTANCE 214200001,91,72
090501300,Other magnesium preparations,83,71
0603020H0,Dexamethasone sodium phosphate,76,69
0206020B0,Trimetazidine hydrochloride,48,69
0901030D0,Epoetin alfa,79,69
212700022,DUMMY CHEMICAL SUBSTANCE 212700022,44,69
090601100,Other vitamin A preparations 0906011,70,68
0202040G0,Co-flumactone (Hydroflumethiazide/spironolactone),51,68
233556036,DUMMY CHEMICAL SUBSTANCE 233556036,70,68
221504515,DUMMY CHEMICAL SUBSTANCE 221504515,85,67
1001040K0,Probenecid,91,67
010701000,Other soothing haemorrhoidal preparations,88,66
0501021G0,Ceftriaxone sodium,108,66
0501013L0,Co-fluampicil(Flucloxacillin/ampicillin),746,66
0901030E0,Epoetin beta,80,65
237548075,DUMMY CHEMICAL SUBSTANCE 237548075,92,65
233002630,DUMMY CHEMICAL SUBSTANCE 233002630,115,64
0606010U0,Teriparatide,54,63
238029580,DUMMY CHEMICAL SUBSTANCE 238029580,66,63
220548805,DUMMY CHEMICAL SUBSTANCE 220548805,75,63
233000000,DUMMY CHEMICAL SUBSTANCE 233000000,0,62
233533537,DUMMY CHEMICAL SUBSTANCE 233533537,16,62
200300000,DUMMY CHEMICAL SUBSTANCE 200300000,0,62
0501021B0,Cefadroxil,169,61
1308010Z0,Ingenol mebutate,2077,61
237056570,DUMMY CHEMICAL SUBSTANCE 237056570,53,61
201000001,DUMMY CHEMICAL SUBSTANCE 201000001,61,61
224034040,DUMMY CHEMICAL SUBSTANCE 224034040,36,60
233024030,DUMMY CHEMICAL SUBSTANCE 233024030,60,60
233510035,DUMMY CHEMICAL SUBSTANCE 233510035,56,60
0904010AN,Low protein miscellaneous,49,60
0905013P0,Magnesium lactate,48,60
236056060,DUMMY CHEMICAL SUBSTANCE 236056060,50,60
233556035,DUMMY CHEMICAL SUBSTANCE 233556035,61,59
234522545,DUMMY CHEMICAL SUBSTANCE 234522545,49,58
