chemical_code,chemical,items_2019,items_2020
237037570,DUMMY CHEMICAL SUBSTANCE 237037570,0,0
0205053A0,Aliskiren,0,0
0905041Q0,Zinc sulfate,0,0
0206020M0,Nimodipine,0,0
0904010AE,Gluten free/low protein cereals,0,0
1311040K0,Iodine compounds,0,0
0212000A0,Acipimox,0,0
239241092,DUMMY CHEMICAL SUBSTANCE 239241092,0,0
233010230,DUMMY CHEMICAL SUBSTANCE 233010230,0,0
0202040V0,Triamterene with thiazides,0,0
0702020Z0,Dequalinium chloride,0,0
090401060,,0,0
210601001,DUMMY CHEMICAL SUBSTANCE 210601001,0,0
234604546,DUMMY CHEMICAL SUBSTANCE 234604546,0,0
233010233,DUMMY CHEMICAL SUBSTANCE 233010233,0,0
0501022B0,Ertapenem sodium,0,0
225007550,DUMMY CHEMICAL SUBSTANCE 225007550,0,0
0803042U0,Enzalutamide,0,0
0202040H0,Co-triamterzide(Triamterene/hydrochlorothiazide),0,0
0908010D0,Cholesterol,0,0
0603010I0,Fludrocortisone acetate,0,0
210200005,DUMMY CHEMICAL SUBSTANCE 210200005,0,0
0106020P0,Sodium picosulfate,0,0
225010050,DUMMY CHEMICAL SUBSTANCE 225010050,0,0
0402010L0,Levomepromazine hydrochloride,0,0
200301006,DUMMY CHEMICAL SUBSTANCE 200301006,0,0
0406000G0,Cyclizine lactate,0,0
1501030G0,Glycopyrronium bromide,0,0
231534515,DUMMY CHEMICAL SUBSTANCE 231534515,0,0
0401010B0,Chloral hydrate,0,0
1103010Y0,Ofloxacin,0,0
231548015,DUMMY CHEMICAL SUBSTANCE 231548015,0,0
238507085,DUMMY CHEMICAL SUBSTANCE 238507085,0,0
0501021M0,Cefradine,0,0
236007062,DUMMY CHEMICAL SUBSTANCE 236007062,0,0
0802010N0,Mycophenolic sodium,0,0
234506045,DUMMY CHEMICAL SUBSTANCE 234506045,0,0
225024050,DUMMY CHEMICAL SUBSTANCE 225024050,0,0
233002631,DUMMY CHEMICAL SUBSTANCE 233002631,0,0
233059511,DUMMY CHEMICAL SUBSTANCE 233059511,0,0
233510036,DUMMY CHEMICAL SUBSTANCE 233510036,0,0
220524005,DUMMY CHEMICAL SUBSTANCE 220524005,0,0
201000003,DUMMY CHEMICAL SUBSTANCE 201000003,0,0
0401030T0,Secobarbital sodium,0,0
1502010AB,Mepivacaine hydrochloride,0,0
235524055,DUMMY CHEMICAL SUBSTANCE 235524055,0,0
223012530,DUMMY CHEMICAL SUBSTANCE 223012530,0,0
1502010AA,Chloroprocaine hydrochloride,0,0
239259092,DUMMY CHEMICAL SUBSTANCE 239259092,0,0
0102000D0,Compound antispasmodic preparations,0,0
1001030X0,Golimumab,0,0
0703010F0,Combined ethinylestradiol 30mcg,0,0
0206020K0,Lacidipine,0,0
0309010X0,Pholcodine,0,0
0203020I0,Flecainide acetate,0,0
0205052Q0,Telmisartan,0,0
0702020F0,Clotrimazole,0,0
0406000A0,Hyoscine,0,0
231533615,DUMMY CHEMICAL SUBSTANCE 231533615,0,0
1001010C0,Diclofenac sodium,0,0
212900001,DUMMY CHEMICAL SUBSTANCE 212900001,0,0
236007062,DUMMY CHEMICAL SUBSTANCE 236007062,0,0
0404000L0,Dexamfetamine sulfate,0,0
0601021X0,Tolbutamide,0,0
1202020P0,Xylometazoline hydrochloride,0,0
0604012M0,Medroxyprogesterone acetate,0,0
0802010N0,Mycophenolic sodium,0,0
1304000L0,Diflucortolone valerate,0,0
224010040,DUMMY CHEMICAL SUBSTANCE 224010040,0,0
0204000C0,Acebutolol hydrochloride,0,0
0409020N0,Orphenadrine hydrochloride,0,0
239659096,DUMMY CHEMICAL SUBSTANCE 239659096,0,0
229034090,DUMMY CHEMICAL SUBSTANCE 229034090,0,0
230559005,DUMMY CHEMICAL SUBSTANCE 230559005,0,0
0704040D0,Chlorhexidine acetate,0,0
1310050K0,Dibrompropamidine isetionate,0,0
070403000,Other urological pain preparations,0,0
200500000,DUMMY CHEMICAL SUBSTANCE 200500000,0,0
0407010AA,Aspirin and caffeine,0,0
1301010I0,Wool fat hydrous,0,0
0408010Y0,Sultiame,0,0
238009080,DUMMY CHEMICAL SUBSTANCE 238009080,15356,0
0601012D0,Biphasic isophane insulin,59157,0
0301011U0,Salmeterol,30125,0
1106000AA,Brimonidine tartrate,24100,0
1502010AB,Mepivacaine hydrochloride,383,0
1201010AC,Ciprofloxacin,1058,0
0702020H0,Econazole nitrate,737,0
0601040H0,Glucagon,5954,0
0204000I0,Labetalol hydrochloride,10296,0
0403030Z0,Citalopram hydrochloride,5919,0
0905022W0,Sucroferric oxyhydroxide,109,0
214300001,DUMMY CHEMICAL SUBSTANCE 214300001,184,0
0408020W0,Midazolam hydrochloride,4899,0
0403020M0,Phenelzine sulfate,1123,0
0601023AH,Saxagliptin/metformin,892,0
130501000,Other eczema preparations,55,0
0101010J0,Magnesium trisilicate,338,0
1103010E0,Dibrompropamidine isetionate,35,0
237066070,DUMMY CHEMICAL SUBSTANCE 237066070,291,0
1001010AE,Dexketoprofen,100,0
228534980,DUMMY CHEMICAL SUBSTANCE 228534980,215,0
212700022,DUMMY CHEMICAL SUBSTANCE 212700022,44,0
210115004,DUMMY CHEMICAL SUBSTANCE 210115004,51,0
0904010AA,Gluten free/wheat free mixes,9,0
236033561,DUMMY CHEMICAL SUBSTANCE 236033561,98,0
233541036,DUMMY CHEMICAL SUBSTANCE 233541036,34,0
233533537,DUMMY CHEMICAL SUBSTANCE 233533537,16,0
1203030N0,Menthol,6,0
0403040R0,Oxitriptan,7,0
0904010A0,Gluten free/wheat free biscuits,2,0
0801020K0,Doxorubicin hydrochloride,1,0
0406000AD,Aprepitant,9,0
1001030Q0,Tiopronin,0,0
1306010V0,Tretinoin,0,0
0801050AM,Sunitinib,0,0
0906026M0,Thiamine hydrochloride,0,0
1202010U0,Mometasone furoate,0,0
0603020T0,Prednisolone,0,0
231533715,DUMMY CHEMICAL SUBSTANCE 231533715,0,0
0902013S0,Sodium bicarbonate,0,0
0301030S0,Theophylline,0,0
0604011L0,Estradiol with progestogen,0,0
1202030S0,Neomycin sulfate,0,0
200900001,DUMMY CHEMICAL SUBSTANCE 200900001,0,0
0402010S0,Promazine hydrochloride,0,0
0601011P0,Insulin glulisine,0,0
200306005,DUMMY CHEMICAL SUBSTANCE 200306005,0,0
0407041AB,Frovatriptan,0,0
231533615,DUMMY CHEMICAL SUBSTANCE 231533615,0,0
0607020C0,Danazol,0,0
212700006,DUMMY CHEMICAL SUBSTANCE 212700006,0,0
224029540,DUMMY CHEMICAL SUBSTANCE 224029540,0,0
1104020AE,Ciclosporin (Eye Anti Inflammatory),0,0
200501001,DUMMY CHEMICAL SUBSTANCE 200501001,0,0
200402001,DUMMY CHEMICAL SUBSTANCE 200402001,0,0
238010680,DUMMY CHEMICAL SUBSTANCE 238010680,0,0
231534515,DUMMY CHEMICAL SUBSTANCE 231534515,0,0
0906060Q0,Phytomenadione,0,0
200900006,DUMMY CHEMICAL SUBSTANCE 200900006,0,0
0408020Q0,Paraldehyde,0,0
226029560,DUMMY CHEMICAL SUBSTANCE 226029560,0,0
201000006,DUMMY CHEMICAL SUBSTANCE 201000006,0,0
1203010F0,Flubiprofen,0,0
190400000,Other single substance preparations,0,0
0704030J0,Sodium citrate,0,0
233510035,DUMMY CHEMICAL SUBSTANCE 233510035,0,0
010904000,Other pancreatin preparations,0,0
0606020V0,Zoledronic acid,0,0
0209000U0,Ticlopidine hydrochloride,0,0
1305020X0,Fumaric acid,0,0
0207010G0,Etilefrine hydrochloride,0,0
0503010AL,Atazanavir and cobicistat,0,0
0802040U0,Glatiramer acetate,0,0
0607020D0,Cetrorelix,0,0
200600003,DUMMY CHEMICAL SUBSTANCE 200600003,0,0
1305020L0,Methoxsalen,0,0
200900013,DUMMY CHEMICAL SUBSTANCE 200900013,0,0
0205010U0,Bosentan,0,0
0503010U0,Ritonavir,0,0
1311030S0,Soft soap,0,0
200328000,DUMMY CHEMICAL SUBSTANCE 200328000,0,0
1404000AA,Tick-borne encephalitis vaccine,0,0
0304010F0,Brompheniramine maleate,0,0
0205010X0,Ambrisentan,0,0
200202011,DUMMY CHEMICAL SUBSTANCE 200202011,0,0
238031080,DUMMY CHEMICAL SUBSTANCE 238031080,0,0
0601022B0,Metformin hydrochloride,0,0
210200009,DUMMY CHEMICAL SUBSTANCE 210200009,0,0
0407020G0,Dihydrocodeine tartrate,0,0
0501050C0,Erythromycin,0,0
200900009,DUMMY CHEMICAL SUBSTANCE 200900009,0,0
0301030C0,Aminophylline hydrate,0,0
200202010,DUMMY CHEMICAL SUBSTANCE 200202010,0,0
200308000,DUMMY CHEMICAL SUBSTANCE 200308000,0,0
0803042P0,Triptorelin acetate,0,0
200306001,DUMMY CHEMICAL SUBSTANCE 200306001,0,0
1404000W0,"Measles, mumps and rubella vaccine",0,0
0205052W0,Eprosartan,0,0
0101010G0,Co-magaldrox (Magnesium/aluminium hydroxide),0,0
1103010G0,Gentamicin sulfate,0,0
0803020H0,Medroxyprogesterone acetate,0,0
1306010AB,Clindamycin/tretinoin,0,0
090401070,Gluten free/wheat free grains/flours,0,0
239610097,DUMMY CHEMICAL SUBSTANCE 239610097,0,0
0301040R0,Salbutamol,0,0
1108010Z0,Carbomer 974P,0,0
0101010L0,Aluminium and magnesium and activated simeticone,0,0
1304000P0,Fluocinonide,0,0
0604012F0,Dydrogesterone,0,0
0409030R0,Riluzole,0,0
238524085,DUMMY CHEMICAL SUBSTANCE 238524085,0,0
210101001,DUMMY CHEMICAL SUBSTANCE 210101001,0,0
1203010S0,Salicylic acid,0,0
233541036,DUMMY CHEMICAL SUBSTANCE 233541036,0,0
1302020F0,Cod liver oil,0,0
233533537,DUMMY CHEMICAL SUBSTANCE 233533537,0,0
0407020C0,Codeine phosphate,0,0
226026560,DUMMY CHEMICAL SUBSTANCE 226026560,0,0
212400001,DUMMY CHEMICAL SUBSTANCE 212400001,0,0
200319000,DUMMY CHEMICAL SUBSTANCE 200319000,0,0
0206010I0,Isosorbide dinitrate,0,0
233002631,DUMMY CHEMICAL SUBSTANCE 233002631,0,0
0501070I0,Colistimethate sodium,0,0
238041080,DUMMY CHEMICAL SUBSTANCE 238041080,0,0
200503004,DUMMY CHEMICAL SUBSTANCE 200503004,0,0
1303000N0,Lidocaine,0,0
239601097,DUMMY CHEMICAL SUBSTANCE 239601097,0,0
0208020W0,INR blood testing reagents,0,0
225061550,DUMMY CHEMICAL SUBSTANCE 225061550,0,0
213000008,DUMMY CHEMICAL SUBSTANCE 213000008,0,0
213000009,DUMMY CHEMICAL SUBSTANCE 213000009,0,0
202000001,DUMMY CHEMICAL SUBSTANCE 202000001,0,0
0102000K0,Dicycloverine hydrochloride compound preparations,0,0
0407020V0,Pethidine hydrochloride,0,0
233010831,DUMMY CHEMICAL SUBSTANCE 233010831,0,0
239201092,DUMMY CHEMICAL SUBSTANCE 239201092,0,0
235010050,DUMMY CHEMICAL SUBSTANCE 235010050,0,0
0106020B0,Co-danthramer (Dantron/poloxamer 188),0,0
0906011H0,Cod liver oil,0,0
239059090,DUMMY CHEMICAL SUBSTANCE 239059090,0,0
232510825,DUMMY CHEMICAL SUBSTANCE 232510825,0,0
233530536,DUMMY CHEMICAL SUBSTANCE 233530536,0,0
213000005,DUMMY CHEMICAL SUBSTANCE 213000005,0,0
1307000W0,Camellia sinensis extract,0,0
0101010P0,Co-simalcite (Simeticone/hydrotalcite),0,0
1310050J0,Chlorhexidine gluconate,0,0
0206040AF,Nicotinic acid derivatives,0,0
1104020X0,Emedastine,0,0
1001030Y0,Certolizumab pegol,0,0
1108030AB,Idebenone,0,0
1501042H0,Parecoxib sodium,0,0
0407020L0,Meptazinol hydrochloride,0,0
0301040V0,Aclidinium bromide/formoterol,0,0
1306020J0,Isotretinoin,0,0
236010063,DUMMY CHEMICAL SUBSTANCE 236010063,0,0
0409010U0,Cabergoline,0,0
233556038,DUMMY CHEMICAL SUBSTANCE 233556038,0,0
0106030P0,Liquid paraffin,0,0
233002631,DUMMY CHEMICAL SUBSTANCE 233002631,0,0
0704030G0,Potassium citrate,0,0
236001060,DUMMY CHEMICAL SUBSTANCE 236001060,0,0
0505030A0,Albendazole,0,0
0407010Q0,Co-proxamol (Dextropropoxyphene hydrochloride/paracetamol),0,0
0504010U0,Proguanil hydrochloride with atovaquone,0,0
1404000AH,"Human papillomavirus (Type 6,11,16,18)",0,0
1203030M0,Lidocaine hydrochloride,0,0
1203010Q0,Lidocaine hydrochloride,0,0
236034560,DUMMY CHEMICAL SUBSTANCE 236034560,0,0
226007560,DUMMY CHEMICAL SUBSTANCE 226007560,0,0
0205010AB,Riociguat,0,0
0501022B0,Ertapenem sodium,0,0
0901060I0,Filgrastim,0,0
1108020G0,Disodium edetate,0,0
0403030Q0,Sertraline hydrochloride,0,0
0204000R0,Propranolol hydrochloride,0,0
0606020A0,Alendronic acid,0,0
0606020R0,Risedronate sodium,0,0
0601023AC,Saxagliptin,0,0
0906040C0,Calcitriol,0,0
0406000G0,Cyclizine lactate,0,0
236041065,DUMMY CHEMICAL SUBSTANCE 236041065,0,0
0202010L0,Hydrochlorothiazide,0,0
220550505,DUMMY CHEMICAL SUBSTANCE 220550505,0,0
200900010,DUMMY CHEMICAL SUBSTANCE 200900010,0,0
200306005,DUMMY CHEMICAL SUBSTANCE 200306005,0,0
0407041U0,Tolfenamic acid,0,0
130801000,Other sunscreening preparations,0,0
0607010C0,Cabergoline,0,0
1201030F0,Docusate sodium,0,0
0904010F0,Gluten free/low protein bread,0,0
210200002,DUMMY CHEMICAL SUBSTANCE 210200002,0,0
213600001,DUMMY CHEMICAL SUBSTANCE 213600001,0,0
231533515,DUMMY CHEMICAL SUBSTANCE 231533515,0,0
190600000,Other acid preparations,0,0
1103010AI,Azithromycin,0,0
210601002,DUMMY CHEMICAL SUBSTANCE 210601002,0,0
235004550,DUMMY CHEMICAL SUBSTANCE 235004550,0,0
1303000Q0,Lidocaine hydrochloride,0,0
130300000,Other topical anaesthetic and antipruritic preparations,0,0
0403030Q0,Sertraline hydrochloride,0,0
0206020K0,Lacidipine,0,0
200316000,DUMMY CHEMICAL SUBSTANCE 200316000,0,0
0301030C0,Aminophylline hydrate,0,0
1002010Q0,Pyridostigmine bromide,0,0
231509015,DUMMY CHEMICAL SUBSTANCE 231509015,0,0
0406000L0,Hyoscine hydrobromide,0,0
0905022C0,Calcium acetate,0,0
1307000M0,Salicylic acid,0,0
1104010S0,Prednisolone sodium phosphate,0,0
1108010AA,Ciclosporin,0,0
230533705,DUMMY CHEMICAL SUBSTANCE 230533705,0,0
231548015,DUMMY CHEMICAL SUBSTANCE 231548015,0,0
239401096,DUMMY CHEMICAL SUBSTANCE 239401096,0,0
0503010Q0,Lamivudine,0,0
0906011D0,Vitamin A,0,0
090501300,Other magnesium preparations,0,0
1201030N0,Urea hydrogen peroxide,0,0
0904010AM,Low protein desserts,0,0
0309020G0,Guaifenesin,0,0
090601100,Other vitamin A preparations 0906011,0,0
0606020X0,Strontium ranelate,0,0
228034080,DUMMY CHEMICAL SUBSTANCE 228034080,0,0
1003020AE,Methyl salicylate/levomenthol,0,0
237017570,DUMMY CHEMICAL SUBSTANCE 237017570,0,0
0607020B0,Buserelin,0,0
010904000,Other pancreatin preparations,0,0
211600001,DUMMY CHEMICAL SUBSTANCE 211600001,0,0
1001010AJ,Etoricoxib,0,0
0402010U0,Sulpiride,0,0
040801060,Clobazam,0,0
200306001,DUMMY CHEMICAL SUBSTANCE 200306001,0,0
1305030C0,Tacrolimus,0,0
0704010W0,Solifenacin/tamsulosin,0,0
0601023R0,Repaglinide,0,0
0902012H0,Oral rehydration salts,0,0
236001063,DUMMY CHEMICAL SUBSTANCE 236001063,0,0
1203010M0,Hydrocortisone (Sodium succinate),0,0
236048062,DUMMY CHEMICAL SUBSTANCE 236048062,0,0
0501040N0,Neomycin sulfate,0,0
1202020C0,Ephedrine hydrochloride,0,0
226048860,DUMMY CHEMICAL SUBSTANCE 226048860,0,0
0101021C0,Calcium carbonate,0,0
236007061,DUMMY CHEMICAL SUBSTANCE 236007061,0,0
212700005,DUMMY CHEMICAL SUBSTANCE 212700005,0,0
227029570,DUMMY CHEMICAL SUBSTANCE 227029570,0,0
1310040M0,Malathion,0,0
090401090,Maltodextrin,0,0
237548075,DUMMY CHEMICAL SUBSTANCE 237548075,0,0
0301011Z0,Olodaterol,0,0
233548035,DUMMY CHEMICAL SUBSTANCE 233548035,0,0
0904010AE,Gluten free/low protein cereals,0,0
0501070N0,Sodium fusidate,0,0
1001040P0,Sulfinpyrazone,0,0
0801050AA,Imatinib mesilate,0,0
1108010A0,Mercaptamine hydrochloride,0,0
190900000,"Other disinfectant,preservative and sterilising preparations",0,0
1310020D0,Benzoic acid,0,0
0902011P0,Sodium polystyrene sulfonate,0,0
0503010A0,Lamivudine and zidovudine,0,0
1404000AG,Rotavirus,0,0
1502010S0,Prilocaine hydrochloride,0,0
0901040C0,Eltrombopag,0,0
0208020V0,Warfarin sodium,0,0
1202010U0,Mometasone furoate,0,0
0601012X0,Insulin detemir,0,0
0206020R0,Nifedipine,0,0
1106000AE,Travoprost,0,0
211600000,DUMMY CHEMICAL SUBSTANCE 211600000,0,0
0205051K0,Lisinopril with diuretic,0,0
0407020V0,Pethidine hydrochloride,0,0
1202020L0,Sodium chloride,0,0
0205051W0,Imidapril hydrochloride,0,0
1202010A0,Azelastine hydrochloride,0,0
212000000,DUMMY CHEMICAL SUBSTANCE 212000000,0,0
0902011U0,Potassium chloride,0,0
213600001,DUMMY CHEMICAL SUBSTANCE 213600001,0,0
0905012I0,Cinacalcet hydrochloride,0,0
0703010S0,Estradiol and nomegestrol,0,0
200900002,DUMMY CHEMICAL SUBSTANCE 200900002,0,0
0103040M0,Misoprostol,0,0
223001030,DUMMY CHEMICAL SUBSTANCE 223001030,0,0
0409010AA,Safinamide,0,0
0106030P0,Liquid paraffin,0,0
210200015,DUMMY CHEMICAL SUBSTANCE 210200015,0,0
229021990,DUMMY CHEMICAL SUBSTANCE 229021990,0,0
1305020T0,Tazarotene,0,0
0408010AG,Stiripentol,0,0
230524005,DUMMY CHEMICAL SUBSTANCE 230524005,0,0
0904010AS,Low protein cakes,0,0
233001030,DUMMY CHEMICAL SUBSTANCE 233001030,0,0
210602003,DUMMY CHEMICAL SUBSTANCE 210602003,0,0
235524055,DUMMY CHEMICAL SUBSTANCE 235524055,0,0
1301010P0,Paraffin hard,0,0
0606010T0,Calcitonin (Salmon),0,0
0904010G0,Fructose,0,0
0212000L0,Ezetimibe,0,0
0410010A0,Acamprosate calcium,0,0
1001010AA,Meloxicam,0,0
0601060W0,Ketone blood testing reagents,0,0
0407020M0,Methadone hydrochloride,0,0
200202011,DUMMY CHEMICAL SUBSTANCE 200202011,0,0
231507015,DUMMY CHEMICAL SUBSTANCE 231507015,0,0
238048080,DUMMY CHEMICAL SUBSTANCE 238048080,0,0
0205051W0,Imidapril hydrochloride,0,0
0406000A0,Hyoscine,0,0
0408010N0,Phenobarbital,0,0
0408010AD,Zonisamide,0,0
0309010X0,Pholcodine,0,0
1306030B0,Ivermectin,0,0
0407041A0,Analgesics with anti-emetics,0,0
0501070X0,Rifaximin,0,0
233041030,DUMMY CHEMICAL SUBSTANCE 233041030,0,0
0106050S0,Sodium picosulfate,0,0
0408010AG,Stiripentol,0,0
233002634,DUMMY CHEMICAL SUBSTANCE 233002634,0,0
236033561,DUMMY CHEMICAL SUBSTANCE 236033561,0,0
225061550,DUMMY CHEMICAL SUBSTANCE 225061550,0,0
233010830,DUMMY CHEMICAL SUBSTANCE 233010830,0,0
0202010Y0,Xipamide,0,0
239410101,DUMMY CHEMICAL SUBSTANCE 239410101,0,0
227048870,DUMMY CHEMICAL SUBSTANCE 227048870,0,0
1203010C0,Benzocaine,0,0
0309020G0,Guaifenesin,0,0
1107000M0,Oxybuprocaine hydrochloride,0,0
231029510,DUMMY CHEMICAL SUBSTANCE 231029510,0,0
1303000J0,Diphenhydramine hydrochloride,0,0
234043040,DUMMY CHEMICAL SUBSTANCE 234043040,0,0
1103010T0,Cefuroxime sodium,0,0
0606020R0,Risedronate sodium,0,0
0603020J0,Hydrocortisone,0,0
0102000N0,Hyoscine butylbromide,0,0
1106000AE,Travoprost,0,0
0204000AB,Nebivolol,0,0
0205051I0,Enalapril maleate,0,0
211300001,DUMMY CHEMICAL SUBSTANCE 211300001,0,0
0905022C0,Calcium acetate,0,0
0205052AE,Sacubitril/valsartan,0,0
200317001,DUMMY CHEMICAL SUBSTANCE 200317001,0,0
0604011Y0,Tibolone,0,0
1304000D0,Betamethasone esters,0,0
200306001,DUMMY CHEMICAL SUBSTANCE 200306001,0,0
0704020AA,Duloxetine hydrochloride,0,0
0103010N0,Nizatidine,0,0
223009530,DUMMY CHEMICAL SUBSTANCE 223009530,0,0
223029530,DUMMY CHEMICAL SUBSTANCE 223029530,0,0
1309000F0,Alkyl sulfate,0,0
1108010C0,Acetylcysteine,0,0
0208020H0,Acenocoumarol,0,0
0407041AA,Eletriptan,0,0
1311060I0,Hydrogen peroxide,0,0
1107000N0,Lidocaine hydrochloride,0,0
100101080,Aceclofenac,0,0
0406000E0,Flunarizine dihydrochloride,0,0
0203020P0,Mexiletine hydrochloride,0,0
1105000S0,Tropicamide,0,0
1311040T0,Sodium hypochlorite,0,0
0202040V0,Triamterene with thiazides,0,0
0803041U0,Toremifene citrate,0,0
213000009,DUMMY CHEMICAL SUBSTANCE 213000009,0,0
224048040,DUMMY CHEMICAL SUBSTANCE 224048040,0,0
0604011D0,Ethinylestradiol,0,0
0108010S0,"Skin protectives,fillers and cleansers",0,0
210701009,DUMMY CHEMICAL SUBSTANCE 210701009,0,0
0601023AK,Alogliptin,0,0
0601011A0,Insulin aspart,0,0
0401020T0,Oxazepam,0,0
0409010W0,Pramipexole,0,0
0704020AA,Duloxetine hydrochloride,0,0
131002030,Terbinafine hydrochloride,0,0
0309020D0,Simple,0,0
1307000V0,Imiquimod,0,0
210200015,DUMMY CHEMICAL SUBSTANCE 210200015,0,0
0802020T0,Tacrolimus,0,0
239448096,DUMMY CHEMICAL SUBSTANCE 239448096,0,0
213000008,DUMMY CHEMICAL SUBSTANCE 213000008,0,0
0904010K0,Glucose,0,0
238534585,DUMMY CHEMICAL SUBSTANCE 238534585,0,0
220550505,DUMMY CHEMICAL SUBSTANCE 220550505,0,0
0402010R0,Pimozide,0,0
223029530,DUMMY CHEMICAL SUBSTANCE 223029530,0,0
0604012U0,Ulipristal acetate (Emergency Contraceptive),0,0
0402020AB,Paliperidone,0,0
0803043P0,Lanreotide,0,0
224024040,DUMMY CHEMICAL SUBSTANCE 224024040,0,0
0501021C0,Cefixime,0,0
0908010C0,Levocarnitine,0,0
0209000V0,Dipyridamole and aspirin,0,0
233541036,DUMMY CHEMICAL SUBSTANCE 233541036,0,0
0803041S0,Tamoxifen citrate,55880,0
1001010J0,Ibuprofen,155433,0
0704020AB,Solifenacin,199300,0
0606020R0,Risedronate sodium,52920,0
0404000L0,Dexamfetamine sulfate,3509,0
210200007,DUMMY CHEMICAL SUBSTANCE 210200007,11225,0
201100004,DUMMY CHEMICAL SUBSTANCE 201100004,3146,0
200305001,DUMMY CHEMICAL SUBSTANCE 200305001,2104,0
1203040E0,Chlorhexidine gluconate,17102,0
233034530,DUMMY CHEMICAL SUBSTANCE 233034530,212,0
200306002,DUMMY CHEMICAL SUBSTANCE 200306002,2226,0
1201010Q0,Hydrocortisone,1123,0
1108010C0,Acetylcysteine,2301,0
212700008,DUMMY CHEMICAL SUBSTANCE 212700008,1966,0
1105000S0,Tropicamide,117,0
0205040M0,Phenoxybenzamine hydrochloride,78,0
200302000,DUMMY CHEMICAL SUBSTANCE 200302000,2443,0
0408010AI,Eslicarbazepine acetate,1597,0
1003020M0,Felbinac,239,0
239410093,DUMMY CHEMICAL SUBSTANCE 239410093,1268,0
200403003,DUMMY CHEMICAL SUBSTANCE 200403003,198,0
130203000,Other dusting powder preparations,1,0
010602000,Other stimulant laxative preparations,53,0
0304010AF,Bilastine,85,0
0607020D0,Cetrorelix,2,0
229005090,DUMMY CHEMICAL SUBSTANCE 229005090,1,0
0908010S0,Trientine dihydrochloride,13,0
0604020P0,Testosterone propionate,3,0
0702020Y0,Boric acid,3,0
229038990,DUMMY CHEMICAL SUBSTANCE 229038990,2,0
0212000AI,Alirocumab,0,0
229038990,DUMMY CHEMICAL SUBSTANCE 229038990,0,0
0802040AL,Teriflunomide,0,0
0204000H0,Bisoprolol fumarate,0,0
1310012F0,Fusidic acid,0,0
1202010W0,Fluticasone furoate,0,0
0901020N0,Hydroxocobalamin,0,0
226010060,DUMMY CHEMICAL SUBSTANCE 226010060,0,0
210102301,DUMMY CHEMICAL SUBSTANCE 210102301,0,0
0601023AN,Empagliflozin,0,0
0407041R0,Rizatriptan,0,0
1404000H0,Influenza,0,0
0501070AE,Fosfomycin trometamol,0,0
0601011N0,Soluble insulin (Neutral insulin),0,0
200503002,DUMMY CHEMICAL SUBSTANCE 200503002,0,0
0202010F0,Chlortalidone,0,0
231565015,DUMMY CHEMICAL SUBSTANCE 231565015,0,0
220517505,DUMMY CHEMICAL SUBSTANCE 220517505,0,0
210706101,DUMMY CHEMICAL SUBSTANCE 210706101,0,0
0803043N0,Octreotide acetate,0,0
220550505,DUMMY CHEMICAL SUBSTANCE 220550505,0,0
233501036,DUMMY CHEMICAL SUBSTANCE 233501036,0,0
239601098,DUMMY CHEMICAL SUBSTANCE 239601098,0,0
239632496,DUMMY CHEMICAL SUBSTANCE 239632496,0,0
212700020,DUMMY CHEMICAL SUBSTANCE 212700020,0,0
210200001,DUMMY CHEMICAL SUBSTANCE 210200001,0,0
050301000,Other HIV infection preparations,0,0
0205052AB,Olmesartan medoxomil/amlodipine,0,0
0107010I0,Hamamelis,0,0
0206020B0,Trimetazidine hydrochloride,0,0
232001020,DUMMY CHEMICAL SUBSTANCE 232001020,0,0
235011050,DUMMY CHEMICAL SUBSTANCE 235011050,0,0
0503031B0,Entecavir,0,0
0407010M0,Co-codaprin (Codeine phosphate/aspirin),0,0
0601060X0,Glucose and ketone blood testing reagents,0,0
228044580,DUMMY CHEMICAL SUBSTANCE 228044580,0,0
0904010G0,Fructose,0,0
0502020A0,Ketoconazole,0,0
0212000AH,Evolocumab,0,0
0801030V0,Capecitabine,0,0
229005090,DUMMY CHEMICAL SUBSTANCE 229005090,0,0
130203000,Other dusting powder preparations,0,0
1305020L0,Methoxsalen,0,0
0308000B0,Benzoin,0,0
1311040I0,Iodine,0,0
236048061,DUMMY CHEMICAL SUBSTANCE 236048061,0,0
0605010D0,Chorionic gonadotrophin,0,0
0801020K0,Doxorubicin hydrochloride,0,0
0101010T0,Magnesium sulphate,0,0
1501020R0,Nitrous oxide,0,0
0408020D0,Clonazepam,0,0
0503010E0,Abacavir,0,0
0801050AX,Everolimus,0,0
090504200,Other chromium preparations,0,0
0206020F0,Felodipine,0,0
0206020L0,Lercanidipine hydrochloride,0,0
0501011P0,Phenoxymethylpenicillin (Penicillin V),0,0
238047080,DUMMY CHEMICAL SUBSTANCE 238047080,0,0
1104020T0,Sodium cromoglicate,0,0
020400080,Carvedilol,0,0
213000003,DUMMY CHEMICAL SUBSTANCE 213000003,0,0
200202009,DUMMY CHEMICAL SUBSTANCE 200202009,0,0
0601011L0,Insulin Lispro,0,0
210200013,DUMMY CHEMICAL SUBSTANCE 210200013,0,0
0905013G0,Magnesium glycerophosphate,0,0
0212000M0,Fluvastatin sodium,0,0
211800000,DUMMY CHEMICAL SUBSTANCE 211800000,0,0
0604011J0,Estradiol and estriol with progestogen,0,0
233556035,DUMMY CHEMICAL SUBSTANCE 233556035,0,0
